BRCA1,BRCA2,TP53,PTEN,CHEK2,ATM,PALB2,BARD1,RAD51,MRE11,NBN,CDH1,STK11,AKT1,EGFR,FGFR2,ERBB2,ESR1,PGR,GATA3,MAP3K1,MYC,CCND1,MDM2,RB1
-1.254598811526375,4.507143064099162,2.3199394181140507,0.986584841970366,-3.439813595575635,-3.4400547966379733,-4.419163878318005,3.6617614577493516,1.011150117432088,2.080725777960455,-4.7941550570419755,4.699098521619943,3.3244264080042174,-2.8766088932172384,-3.181750327928994,-3.165954901465662,-1.9575775704046228,0.2475643163223784,-0.6805498135788424,-2.0877085980195806,1.1185289472237947,-3.6050613934795814,-2.0785535146478185,-1.336381567063083,-0.4393001578296407
2.851759613930136,-3.003262178416403,0.14234438413611605,0.9241456886204247,-4.5354958728000225,1.0754485190143837,-3.294758763127085,-4.349484070147205,4.488855372533332,4.656320330745594,3.0839734811646116,-1.9538623082662931,-4.023278859936161,1.842330265121569,-0.598475062603987,-3.7796176515522117,-0.048230898887298146,-4.656114788847816,4.09320402078782,-2.412200183999831,1.6252228435398197,-1.8828892391058905,0.20068021177810813,0.4671027934327965,-3.1514554447447294
4.695846277645586,2.7513282336111455,4.394989415641891,3.9482735042764885,0.9789997881108514,4.218742350231168,-4.115074979480805,-3.040171375808548,-4.54772711089462,-1.7466966923673566,-1.11322710310518,-2.286509682261041,3.2873750915192934,-1.4324667330641072,-2.1906549031261924,0.42696083158248466,-3.5907577502523735,3.0219698075403967,-4.254493563202292,4.868869366005173,2.722447692966574,-3.012843184658276,-4.944778828763976,3.154614284548342,2.068573438476171
2.290071680409873,2.712703466859457,-4.259553482659096,-1.415342714557274,-3.841309404748703,3.6310342587559354,1.2329812682755792,-1.6910197514735081,-4.364416497139763,-1.890176782843378,-1.7481667797325295,2.2960617833806407,1.3755747135521312,3.8721274257632654,-0.27785074838050705,-3.804057540616983,2.13244787222995,2.6078504861689744,0.6127719756949623,2.70967179954561,-0.06204403635609257,0.22732829381994057,-0.7245898164145037,-4.745808732559048,-3.9210857300669555
-4.685708143132658,1.364104112637804,-1.8564401892367333,0.0857069116470277,4.07566473926093,-2.5070777085112503,-0.8961707696437027,2.5555113854304867,-2.7120183450837754,-4.23020090171207,-2.1024854708623195,-3.387787127459956,4.29697652342573,3.0812037956441696,1.3340375651042347,3.714605901877177,3.0367207689911444,-3.134299411139642,3.9255899848997777,0.3934224191565072,3.0744015516406256,3.9609129992349326,-1.8199652502813612,-3.8994807547232324,-2.720648374580583
-0.7289221137374369,3.1801476592249314,3.6073058325634344,-4.930478694688093,0.10747302577565732,-0.8258899685122101,-2.7789218952926973,-3.8013463266631717,-1.6238482859637204,4.429097039125192,-1.7679706797924477,0.18790621743366098,2.0301895889517785,-1.3637039762070602,4.717820827209607,4.624472949421112,-2.4821770417463584,-0.027514941076145494,-1.9912169018323034,-2.151595056225324,-4.6311305264546725,1.0956433397989684,0.02679023228861488,-4.485212487500107,-2.2135353576338854
4.082658859666537,-2.604381093330276,-3.551051279087769,-0.10547239722436985,4.856504541106007,-2.5794472848849956,1.7213554740587855,2.616196153287176,-2.6236245600760033,2.2821634861185958,-1.3221686728074677,1.3230583059357948,1.335297107608947,0.3577468407475848,-4.097102299455917,3.35302495589238,-1.7921993502826417,-3.1348148960014575,-4.592248584452361,0.9089294318824181,1.7756436184228241,-4.834121710721439,0.12093058299280979,-2.7350422480206205,1.4517279040944986
-3.2563357099500854,1.9093773810246595,-1.132646536994626,4.367299887367345,-3.6247905585400675,-1.589336489497415,-3.8652647875941093,4.246936182785628,3.77339353380981,-2.420583722848444,1.5998404603417904,3.172222002012158,0.5520081159946233,0.29650578356006485,-2.581477090995483,-4.068972321941008,3.9721575795332678,4.004180571633304,1.3310145727326794,-1.6097020895129932,-1.507904253873391,2.259556788702394,3.971102599525771,3.870864242651173,2.7987554585762386
1.4203164615428776,-4.158600350049512,-3.3837128590538623,3.9855418852707922,1.0642905965958993,-4.908029483833704,-3.9852845713396787,1.635017691080558,-4.949384161537813,-3.3919194858250137,0.4873378936658612,1.9189519769269325,1.5196125950260053,-2.757306905394402,2.1217922134753584,-2.6275091250319993,-1.7460030184073227,2.4649140511802416,1.4963289904721466,3.4922341049417795,1.5761289230034337,0.6830860333547162,-4.063252321719075,-1.3228419694056648,-2.3479763231827455
-2.5601035662091642,4.730105547524456,-1.069022753332396,3.920465551771133,1.311386259972629,2.948113035416484,0.02637093105192112,0.7690388462635911,-0.074823061811361,-3.047570122019555,2.2245211526150532,-2.192276375591442,-4.756840335685462,1.4547229590716781,-3.2288932059295106,4.4045858435291425,4.539285770025874,4.148643902204485,-1.298412997445556,-4.845433834711326,4.283185625877254,-0.7181585168268567,4.666548190436695,4.636199770892528,3.5300945546736004
-2.055511079304143,-1.1490227139807474,3.511366715168569,-1.8307799484372234,-3.305072533139075,0.5680126245835015,4.36154774160781,1.96029796674973,0.7006117008936497,-4.028235062292315,1.1500722669916974,4.900538501042632,-3.59915984763476,0.18329652363736737,3.7737307192795546,2.407686177542044,1.9701574099526797,2.024840839871093,-1.4050884878024483,-2.0640815573550664,3.093611554785136,3.1011339467918075,3.670723185801037,4.132405525564713,0.11342398860937797
0.015162946871996041,2.9829517896677515,1.4996393077776515,2.0196687725770337,2.9579266943610105,3.9000534181756628,-1.620048431484642,-1.2441704736005599,-4.06018060159131,0.7828014099617397,-4.640577262032579,-0.34401981867539844,0.42644634707576623,-2.134587478717156,0.9083326056901075,-4.694997500609506,-4.626518112507856,3.2260056065965825,-1.398093585887371,-3.7293948734811524,0.2224326005480437,2.6999355309861084,-2.8417897250315685,1.2289047581900026,-4.14652535006232
